"Section Name","Short Title","Min Cred","Max Cred","BLDG","ROOM","DAYS","Start Time","End Time","Faculty Name","Avail Status","Prerequisites","Coreq","Notes","Location","Seats Available","Seat Capacity"
"CE-637-72L01","MGMT CMH COUNSEL PROGRAMS","3.00000","0.00000","","","","","","Payne, Demah","Open","","","","SBUOL","2","25"
"CE-638-72L01","MULTICULT.COUNSEL","3.00000","0.00000","","","","","","Castillo, Jaime","Clsd","","","","SBUOL","0","25"
"CE-638-72L02","MULTICULT.COUNSEL","3.00000","0.00000","","","","","","Loeffler, David","Open","","","","SBUOL","11","25"
"CE-642-71L01","INTRO TO CRISIS COUNSELING","3.00000","0.00000","","","","","","Mullen, Alyson","Open","","","","SBUOL","7","25"
"CE-649-72L01","FAMILY & COUPLES COUNS.","3.00000","0.00000","","","","","","DeCarlo, Keli","Open","","","","SBUOL","5","25"
"CE-650-72L01","SCH/COUNS & SP/EDUCATION","3.00000","0.00000","","","","","","Payne, Demah","Open","","","","SBUOL","12","20"
"CE-COMP-F1L01","WRITTEN COMPREHENSIVES","0.00000","0.00000","","","","","","Luedke, Ashley","Open","","","","SBUOL","17","20"
"CE-COMP-F1L03","WRITTEN COMPREHENSIVES","0.00000","0.00000","","","","","","Henry, Heidi","Open","","","","SBUOL","17","20"
"CE-COMP-F1L04","WRITTEN COMPREHENSIVES","0.00000","0.00000","","","","","","Payne, Demah","Open","","","","SBUOL","18","20"
"CE-COMP-F1L05","WRITTEN COMPREHENSIVES","0.00000","0.00000","","","","","","Hindman, Margaret","Open","","","","SBUOL","10","20"
"CE-COMP-F1L06","WRITTEN COMPREHENSIVES","0.00000","0.00000","","","","","","Mason, Wesley","Open","","","","SBUOL","11","20"
"CE-COMP-F1L07","WRITTEN COMPREHENSIVES","0.00000","0.00000","","","","","","Luke, Charles","Open","","","","SBUOL","15","20"
"CE-COMP-F1L08","WRITTEN COMPREHENSIVES","0.00000","0.00000","","","","","","Smith, Nathaniel","Open","","","","SBUOL","19","20"
"CHEM-102-01","GENERAL CHEMISTRY II","3.00000","0.00000","WALSWALS","G21G21","MWFT","8:30 AM,10:35 AM","9:20 AM,1:05 PM","Schneider, Patrick","Open","CHEM 101","","","MC","4","35"
"CHEM-102-02","GENERAL CHEMISTRY II","3.00000","0.00000","WALSWALS","G21G21","MWFM","9:30 AM,10:35 AM","10:20 AM,1:05 PM","Santos, Alyssa","Open","CHEM 101","","","MC","3","35"
"CHEM-302-01","ORGANIC CHEMISTRY II","3.00000","0.00000","DELADELA","306306","MWFM","9:30 AM,10:35 AM","10:20 AM,1:05 PM","Ogawa, Motokatsu","Open","CHEM 301","","","MC","20","36"
"CHEM-402-01","PHYSICAL CHEMISTRY II","3.00000","0.00000","DELADELA","316316","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Simpson, Scott","Open","CHEM 401","","","MC","15","18"
"CHEM-427-01","SEMINAR IN CHEMISTRY","0.00000","0.00000","DELADELA","306306","FM","2:30 PM,1:10 PM","3:20 PM,3:40 PM","Rupprecht, Alexander","Open","SENIOR STANDING","","","MC","8","10"
"CHEM-441-01","ADVANCED INORGANIC CHEMISTRY","3.00000","0.00000","DELADELA","306306","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Ogawa, Motokatsu","Open","CHEM 302 & CHML 302","","","MC","14","18"
"CHEM-470-01","MECHANISMS IN BIOLOGICAL SYSTM","3.00000","0.00000","DELADELA","316316","MWFM","9:30 AM,10:35 AM","10:20 AM,1:05 PM","Rupprecht, Alexander","Open","CHEM-302","","","MC","13","18"
"CHEM-498-03","UNDERGRADUATE RESEARCH","1.00000","3.00000","","","","","","Simpson, Scott","Open","SOPHOMORE STANDING INSTRUCTOR CONSENT REQUIRED","","","MC","3","4"
"CHML-102-01","GEN CHEM II LAB","1.00000","0.00000","WALS","G08","M","1:30 PM,","5:30 PM,","Rupprecht, Alexander","Open","","","","MC","6","16"
"CHML-102-02","GEN CHEM II LAB","1.00000","0.00000","WALS","G08","T","1:00 PM,","5:00 PM,","Santos, Alyssa","Clsd","","","","MC","0","16"
"CHML-102-03","GEN CHEM II LAB","1.00000","0.00000","WALS","G08","W","1:30 PM,","5:30 PM,","Schneider, Patrick","Open","","","","MC","1","16"
"CHML-102-04","GEN CHEM II LAB","1.00000","0.00000","WALS","G08","TH","1:00 PM,","5:00 PM,","Schneider, Patrick","Clsd","","","","MC","0","16"
"CHML-302-01","ORGANIC CHEM II LAB","1.00000","0.00000","WALS","G10","M","1:30 PM,","5:30 PM,","Ogawa, Motokatsu","Open","","","","MC","7","12"
"CHML-302-03","ORGANIC CHEM II LAB","1.00000","0.00000","WALS","G10","W","1:30 PM,","5:30 PM,","Rupprecht, Alexander","Open","","","","MC","1","12"
"CHML-402-01","PHYSICAL CHEM II LAB","1.00000","0.00000","DELA","304","TH","1:00 PM,","5:00 PM,","Simpson, Scott","Open","","","","MC","11","14"
"COM-102-01","EFFECTIVE SPEAKING & PRESENTA","3.00000","0.00000","MUPBMUPB","104104","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","Sackett, Scott","Clsd","","","","MC","-2","15"
"COM-500-71L01","FIND YOUR VOICE: INTRO TO MC","3.00000","0.00000","","","","","","Harris, Heather","Open","","","","SBUOL","16","20"
"COM-520-71L01","EMBRACING RESEARCH: MARKETING","3.00000","0.00000","","","","","","Hoffmann, Pauline","Open","","","","SBUOL","14","20"
"COM-555-72L01","MASTERING THE RESEARCH: FIEL","1.00000","0.00000","","","","","","LaDelfa, Gina","Open","","","","SBUOL","14","20"
"COM-580-72L01","EMBRACING THE AUDIENCE","3.00000","0.00000","","","","","","Harris, Heather","Open","","","","SBUOL","11","20"
"COM-590-71L01","EMBRACING STRATEGIC THINKING","3.00000","0.00000","","","","","","DeSimone, Kimberly","Open","","","","SBUOL","16","20"
"COM-620-72L01","INTEGRATING CREATIVE: STRATE","3.00000","0.00000","","","","","","Lee, Jeremiah","Open","","","","SBUOL","15","20"
"COM-640-71L01","INTEGRATING DIGITAL MEDIA, MO","3.00000","0.00000","","","","","","Weinheimer, Megan","Open","","","","SBUOL","17","20"
"CRM-101-01","INTRO TO CRIMINOLOGY","3.00000","0.00000","PLASPLAS","014014","MWFM","9:30 AM,10:35 AM","10:20 AM,1:05 PM","Dombek, Andrew","Clsd","","","","MC","-1","25"
"CRM-101-02","INTRO TO CRIMINOLOGY","3.00000","0.00000","PLASPLAS","005005","TTHS","8:30 AM,1:10 PM","9:45 AM,3:40 PM","Dombek, Andrew","Clsd","","","","MC","-1","25"
"CRM-209-01","CRIMINOLOGICAL THEORY","3.00000","0.00000","PLASPLAS","307307","TTHS","2:30 PM,8:00 AM","3:45 PM,10:30 AM","Gavin, Samantha","Open","","","","MC","6","25"
"CRM-220-01","VICTIMOLOGY","3.00000","0.00000","","","",",",",","Gavin, Samantha","Clsd","","","","OL","-2","25"
"CRM-409-01","COMMUNITY POLICING","3.00000","0.00000","PLASPLAS","008008","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Elenchin, William","Clsd","","","","MC","-3","15"
"CRM-420A-01","SP TOP: SERIAL KILLERS","3.00000","0.00000","PLASPLAS","307307","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","Gavin, Samantha","Clsd","","","","MC","-1","25"
"CRM-420L-01","SP TOP: GANGS IN AMERICA","3.00000","0.00000","PLASPLAS","014014","MWFW","1:30 PM,1:10 PM","2:20 PM,3:40 PM","Elenchin, William","Open","","","","MC","1","15"
"CRM-420M-01","SP TOP: INTRO TO CORRECTIONS","3.00000","0.00000","PLASPLAS","014014","MWFT","8:30 AM,10:35 AM","9:20 AM,1:05 PM","Dombek, Andrew","Open","","","","MC","2","25"
"CS-131-01","OBJECT ORIENTED PROGRAMMING","4.00000","0.00000","LIBRLIBR","LABLAB","TTHS","8:30 AM,1:10 PM","9:45 AM,3:40 PM","Schultz, Peter","Open","","","","MC","14","25"
"CS-132-01","ALGORITHMS & DATA STRUCTURES","4.00000","0.00000","WALSWALS","203203","MWFW","3:30 PM,10:35 AM","4:20 PM,1:05 PM","Smith, Alexander","Open","CS 131","","","MC","10","18"
"CS-243-01","DATABASE AND BIG DATA","3.00000","0.00000","WALSWALS","203203","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","Sayed Sakkaff, Zahmeeth","Clsd","","","","MC","0","16"
"CS-254-01","COMPUTER NETWORKS","4.00000","0.00000","WALSWALS","203203","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Bopp, Christopher","Open","CS 132","","","MC","3","20"
"CS-258-01","MACHINE LEARNING","3.00000","0.00000","WALSWALS","104104","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Sayed Sakkaff, Zahmeeth","Open","","","","MC","10","16"
"CS-390-01","SOFTWARE ENGINEERING","3.00000","0.00000","WALSWALS","103103","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Bopp, Christopher","Open","","","","MC","16","20"
"CS-402-01","RESEARCH PRESENTATION","1.00000","0.00000","WALSWALS","103103","TT","1:30 PM,8:00 AM","2:20 PM,10:30 AM","Bopp, Christopher","Open","","","","MC","15","20"
"CS-491-01","INTERNSHIP IN COMPUTER SCI.","1.00000","3.00000","","","",",",",","Bopp, Christopher","Open","","","","MC","8","10"
"CS-492-55","IND.STUDY IN COMP.SCIENCE","1.00000","3.00000","","","","","","Bopp, Christopher","Clsd","","","","MC","-2","0"
"CSL-131-01","OBJECT ORIENTED PROGRAM LAB","0.00000","0.00000","LIBR","LAB","M","1:30 PM,","3:30 PM,","Schultz, Peter","Open","","","","MC","4","15"
"CSL-132-01","ALGORITHMS & DATA STRUCT LAB","0.00000","0.00000","WALS","104","W","4:30 PM,","6:30 PM,","Smith, Alexander","Open","","","","MC","10","18"
"CSL-243-01","DATABASE AND BIG DATA LAB","1.00000","0.00000","WALS","101","T","3:30 PM,","5:30 PM,","Sayed Sakkaff, Zahmeeth","Clsd","","","","MC","0","16"
"CSL-254-01","COMPUTER NETWORKS LAB","0.00000","0.00000","WALS","101","W","3:30 PM,","5:30 PM,","Bopp, Christopher","Clsd","","","","MC","0","16"
"CSL-254-55","COMPUTER NETWORKS LAB","0.00000","0.00000","","","","","","Bopp, Christopher","Clsd","","","","MC","-1","0"
"CSL-258-01","MACHINE LEARNING LAB","1.00000","0.00000","WALS","101","TH","3:30 PM,","5:30 PM,","Sayed Sakkaff, Zahmeeth","Open","","","","MC","10","16"
"CSL-390-01","SOFTWARE ENGINEERING LAB","0.00000","0.00000","WALS","103","M","3:30 PM,","5:30 PM,","Bopp, Christopher","Open","","","","MC","16","20"
"CULT-102-01","ROMAN CIVILIZATION","3.00000","0.00000","PLASPLAS","005005","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Caliva Smart, Kathryn","Clsd","","","","MC","0","30"
"CULT-102-02","ROMAN CIVILIZATION","3.00000","0.00000","PLASPLAS","005005","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","Caliva Smart, Kathryn","Open","","","","MC","1","30"
"CYB-202-01","CYBERSECURITY ETHICS","3.00000","0.00000","WALSWALS","203203","TTHS","2:30 PM,8:00 AM","3:45 PM,10:30 AM","Foerst, Anne","Open","","","","MC","3","20"
"CYB-354-01","INTRO TO NETWORK SECTURITY","3.00000","0.00000","WALSWALS","101101","MWFM","9:30 AM,10:35 AM","10:20 AM,1:05 PM","Kellogg, Brian","Open","","","","MC","6","16"
"CYB-411-01","INTRO TO PENETRATION TESTING","3.00000","0.00000","WALSWALS","101101","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Kellogg, Brian","Open","","","","MC","13","16"
"CYB-491-01","INTERNSHIP IN CYBERSECURITY","1.00000","3.00000","","","",",",",","Kellogg, Brian","Open","","","","MC","22","25"
"CYB-501-72L01","SYSTEM ANALYSIS & INSTRUMENT","3.00000","0.00000","","","","","","Kellogg, Brian","Open","","","","SBUOL","12","20"
"CYB-512-71L01","ENTERPRISE NETWORKS","3.00000","0.00000","","","","","","O'Connell, Mark","Open","","","","SBUOL","7","20"
"CYB-515-71L01","ENTERPRISE SECURITY","3.00000","0.00000","","","","","","Kellogg, Brian","Open","","","","SBUOL","6","15"
"CYB-516-72L01","ADVANCED CYBERSECURITY THREAT","3.00000","0.00000","","","","","","Ghotbi, Pouya","Open","","","","SBUOL","7","20"
"CYB-518-71L01","ENTERPRISE RISK MANAGEMENT","3.00000","0.00000","","","","","","O'Connell, Mark","Open","","","","SBUOL","10","20"
"CYB-526-72L01","MACHINE LEARNING IN CYB","3.00000","0.00000","","","","","","Amanzadeh, Mohammad","Open","","","","SBUOL","13","20"
"CYBL-354-01","INTRO TO NETWORK SECURITY LAB","1.00000","0.00000","WALS","101","T","1:30 PM,","3:30 PM,","Kellogg, Brian","Open","","","","MC","7","16"
"CYBL-354-55","INTRO TO NETWORK SECURITY LAB","1.00000","0.00000","","","","","","Kellogg, Brian","Clsd","","","","MC","-1","0"
"CYBL-411-01","INTRO TO PENETRATION TEST LAB","1.00000","0.00000","WALS","101","TH","1:30 PM,","3:29 PM,","Kellogg, Brian","Open","","","","MC","15","16"
"CYBL-411-55","INTRO TO PENETRATION TEST LAB","1.00000","0.00000","","","","","","Kellogg, Brian","Clsd","","","","MC","-2","0"
"ECED-240-01","FOUND EARLY CHILDHOOD EDUC","3.00000","0.00000","LIBRLIBR","LWRSEMRMLWRSEMRM","TTHS","2:30 PM,8:00 AM","3:45 PM,10:30 AM","Andrews, Kathryn","Open","","","","MC","10","25"
"ECED-420-01","CURR/ASSMT EARLY CHILDHD EDUC","3.00000","0.00000","LIBRLIBR","LWRSEMRMLWRSEMRM","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","Andrews, Kathryn","Open","","","","MC","10","25"
"ECO-101-01","MICROECONOMIC PRINCIPLES","3.00000","0.00000","WALSWALS","G21G21","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Wilson, David","Clsd","","","","MC","-4","48"
"ECO-101-02","MICROECONOMIC PRINCIPLES","3.00000","0.00000","WALSWALS","G21G21","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Wilson, David","Open","","","","MC","4","75"
"ECO-102-01","MACROECONOMIC PRINCIPLES","3.00000","0.00000","SWANSWAN","209209","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Posmanick, Benjamin","Open","","","","MC","1","48"
"ECO-102-02","MACROECONOMIC PRINCIPLES","3.00000","0.00000","SWANSWAN","209209","MWFW","1:30 PM,1:10 PM","2:20 PM,3:40 PM","Posmanick, Benjamin","Open","","","","MC","1","48"
"ECO-102-03","MACROECONOMIC PRINCIPLES","3.00000","0.00000","SWANSWAN","209209","MWFM","9:30 AM,10:35 AM","10:20 AM,1:05 PM","Posmanick, Benjamin","Clsd","","","","MC","0","40"
"ECO-308-01","ENVIRONMENTAL ECONOMICS","3.00000","0.00000","SWANSWAN","209209","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Posmanick, Benjamin","Open","","","","MC","8","20"
"ECO-313-01","INTERMEDIATE MICROECONOMICS","3.00000","0.00000","SWANSWAN","203203","MWFW","1:30 PM,1:10 PM","2:20 PM,3:40 PM","Wilson, David","Open","ECO 101, AND (MATH 122 OR MATH 151)","","","MC","1","25"
"ECO-313-55","INTERMEDIATE MICROECONOMICS","3.00000","0.00000","","","","","","Wilson, David","Open","ECO 101, AND (MATH 122 OR MATH 151)","","","MC","29","30"
"ECO-490-55","ECONOMICS SEMINAR","3.00000","0.00000","","","","","","Posmanick, Benjamin","Clsd","","","","MC","-1","0"
"ED/ECED-490-01","STD TCH ELEM/EARLY CHILDHOOD","5.00000","0.00000","","","MTWTHF","8:00 AM","11:59 AM","Morris, Jon","Open","","","","MC","17","25"
"ED/SPED-491-01","ELEM/SPED STUDENT TCH:INTERM","5.00000","0.00000","","","MTWTHF","12:00 PM","4:00 PM","Morris, Jon","Open","","","","MC","17","25"
"EDL-522-F1L01","SCH/COMM RELATIONSHIPS","3.00000","0.00000","","","S","2:30 PM","5:00 PM","Bovino, Stephen","Open","","","course meets syncronously on 2/3, 3/23 and 4/20.","OL","17","20"
"EDL-599C-F1L01","INTERNSHIP/PRACTI SUPERVISION","0.00000","0.00000","","","","","","Bynoe, Tyrone","Open","","","","OL","12","18"
"EDL-620-F1L01","THE SUPERINTENDENCY","3.00000","0.00000","","","S","11:30 AM","2:00 PM","Morris, Genelle","Open","EDL-515","","course meets syncrounously 2/3 3/23 & 4/20","OL","16","18"
"EDL-698A-F1L01","SCH DISTR LDR PRACTICUM","1.00000","0.00000","","","","","","Bodziak, James","Open","","","","OL","16","18"
"EDL-698B-F1L01","SCH DISTR LDR INTERNSHP","2.00000","0.00000","","","","","","Bodziak, James","Open","","","","OL","16","18"
"EDL-698C-F1L01","INTERNSHIP/PRACTICUM SUPERVIS","0.00000","0.00000","","","","","","Bodziak, James","Open","","","","OL","16","18"
"EDUC-099A-WKSP1","SAFE SCHOOLS WORKSHOP 2/13","0.00000","0.00000","PLAS","007","T","6:30 PM","8:30 PM","Morris, Jon","Open","","","","MC","4","20"
"EDUC-099A-WKSP2","SAFE SCHOOLS WORKSHOP 3/5","0.00000","0.00000","PLAS","121","T","6:30 PM","8:30 PM","Morris, Jon","Open","","","","MC","12","20"
"EDUC-099B-WKSP1","CHILD ABUSE PREVENTION 2/8","0.00000","0.00000","PLAS","007","TH","5:30 PM","7:30 PM","Ball, Melissa","Open","UG ONLY","","","MC","2","20"
"EDUC-099B-WKSP2","CHILD ABUSE PREVENTION 3/14","0.00000","0.00000","PLAS","124","TH","5:30 PM","7:30 PM","Ball, Melissa","Open","UG ONLY","","","MC","5","20"
"EDUC-099D-WKSP1","CULTURAL DIVERSITY WKSP 2/21","0.00000","0.00000","","","W","6:00 PM","8:00 PM","Schrems, Tracy","Clsd","","","crosslisted with EDUC 599D WKSP1","OL","-6","20"
"EDUC-099D-WKSP2","CULTURAL DIVERSITY WKSP 3/13","0.00000","0.00000","","","W","6:00 PM","8:00 PM","Schrems, Tracy","Open","","","crosslisted with EDUC 599D WKSP2","OL","26","40"
"EDUC-099F-WKSP1","ANTI-BULLYING WORKSHOP 3/16","0.00000","0.00000","PLAS","007","S","9:00 AM","12:00 PM","Robinson, Jill","Open","","","online portion due by 3/8/24","MC","1","20"
"EDUC-099F-WKSP2","ANTI-BULLYING WORKSHOP 4/27","0.00000","0.00000","PLAS","121","S","9:00 AM","12:00 PM","Robinson, Jill","Open","","","online portion due by 4/19/24","MC","11","20"
"EDUC-101-01","SOC FND OF AMERICAN EDUCATION","3.00000","0.00000","DELADELA","106106","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Dombek, Donna","Open","","","","MC","6","25"
"EDUC-101-02","SOC FND OF AMERICAN EDUCATION","3.00000","0.00000","PLASPLAS","014014","MWM","2:30 PM,1:10 PM","3:45 PM,3:40 PM","Dombek, Donna","Open","","","","MC","6","25"
"EDUC-210-01","HUMAN DEV & LEARNING","3.00000","0.00000","PLASPLAS","014014","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","Brown, Adam","Open","","","","MC","2","25"
"EDUC-210-02","HUMAN DEV & LEARNING","3.00000","0.00000","PLASPLAS","014014","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","Brown, Adam","Open","","","","MC","1","25"
"EDUC-212-01","INTERMEDIATE SIGN LANGUAGE","3.00000","0.00000","PLAS","009","M","5:00 PM,","7:30 PM,","Reisner, Angela","Open","","","","MC","4","15"
"EDUC-212-02","INTERMEDIATE SIGN LANGUAGE","3.00000","0.00000","PLAS","009","T","5:00 PM,","7:30 PM,","Reisner, Angela","Open","","","","MC","4","15"
"EDUC-214-01","HONORS HUMAN DEV & LEARNING","3.00000","0.00000","PLASPLAS","011011","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Brown, Adam","Open","HONORS STUDENTS ONLY ","","","MC","1","15"
"EDUC-250-01","ADOLESCENT DEV & LEARNING","3.00000","0.00000","PLASPLAS","013013","MWFM","9:30 AM,10:35 AM","10:20 AM,1:05 PM","Schrems, Tracy","Open","","","","MC","1","30"
"EDUC-270-01","ENGLISH LANG LEARNERS K-12","3.00000","0.00000","PLASPLAS","307307","MWFT","8:30 AM,10:35 AM","9:20 AM,1:05 PM","Fisher, Anne-Claire","Clsd","EDUC 201 & EDUC 210","","","MC","-1","25"
"EDUC-304-01","METHODS,MODELS,& MANAGEMENT","3.00000","0.00000","PLASPLAS","124124","MWW","12:30 PM,1:10 PM","1:45 PM,3:40 PM","Hunt, Christine","Open","EDUC 201, EDUC 210,  EDUC 220 & SPED 230","","","MC","7","20"
"EDUC-310-01","M/M:TCH ELEM SS & LANG ARTS","3.00000","0.00000","PLAS","124","MW","2:00 PM,","3:15 PM,","Hunt, Christine","Open","EDUC 201, EDUC 210, EDUC 220 & SPED 230","","","MC","7","20"
"EDUC-312X-01","DEVELOPMENTAL READING","3.00000","0.00000","PLASPLAS","124124","MWW","3:15 PM,10:35 AM","4:29 PM,1:05 PM","Hunt, Christine","Open","EDUC 201, EDUC 210, EDUC 220 & SPED 230","","","MC","7","20"
"EDUC-401-01","DIAG/PRESCRIPTIVE READING","3.00000","0.00000","PLASPLAS","124124","TTHT","12:30 PM,8:00 AM","1:45 PM,10:30 AM","Dombek, Donna","Open","EDUC 304","","","MC","7","20"
"EDUC-425-01","ORGANIS/ASSESSMT ELEM CLASSRM","3.00000","0.00000","PLAS","124","TTH","2:00 PM,","3:15 PM,","Dombek, Donna","Open","EDUC 304","","","MC","7","20"
"EDUC-430-01","M/M OF TEACHING ELEM STEAM","3.00000","0.00000","PLASPLAS","124124","TTHS","3:15 PM,8:00 AM","4:30 PM,10:30 AM","Dombek, Donna","Open","","","","MC","7","20"
"EDUC-432-55","INDEPENDENT STUDY/RESRCH ASST","1.00000","3.00000","","","","","","Brown, Adam","Clsd","INSTRUCTOR CONSENT REQUIRED","","","MC","-6","0"
"EDUC-432-56","INDEPENDENT STUDY/RESRCH ASST","1.00000","3.00000","","","","","","Hauser, Rene","Clsd","INSTRUCTOR CONSENT REQUIRED","","","MC","-3","0"
"EDUC-490-01","ELEM STUDENT TEACHING:PRIMARY ","5.00000","0.00000","","","MTWTHF","8:00 AM,","11:59 AM,","Morris, Jon","Open","","","","MC","24","25"
"EDUC-491-01","ELEM STUD TEACH:INTERMEDIATE","5.00000","0.00000","","","MTWTHF","12:00 PM,","4:00 PM,","Morris, Jon","Open","","","","MC","24","25"
"EDUC-499-01","SR SEM:CUR ISS, ASSESS & REFL","3.00000","0.00000","","","M","4:30 PM,","7:00 PM,","Andrews, Kathryn","Open","","","","OL","16","25"
"EDUC-499-02","SR SEM:CUR ISS, ASSESS & REFL","3.00000","0.00000","","","",",",",","Schrems, Tracy","Open","","","","OL","23","25"
"EDUC-500-F1L01","RESEARCH METHODS IN EDUC PROF","3.00000","0.00000","","","","","","Andrews, Kathryn","Open","","","","OL","16","20"
"EDUC-505-71L01","TECH FOR EDUC PROFESSIONALS","3.00000","0.00000","","","","","","Straus, Aaron","Open","","","","OL","5","20"
"EDUC-599A-WKSP1","SAFE SCHOOLS WKSP 4/16","0.00000","0.00000","","","T","6:30 PM","8:30 PM","Morris, Jon","Open","","","","SBUOL","13","20"
"EDUC-599B-WKSP1","CHILD ABUSE PREV 4/11","0.00000","0.00000","","","TH","5:30 PM","7:30 PM","Ball, Melissa","Clsd","","","","SBUOL","-2","20"
"EDUC-599D-WKSP1","CULT DIVER WKSP 2/21","0.00000","0.00000","WALS","G21","W","6:00 PM","8:00 PM","Schrems, Tracy","Open","","","crosslisted with EDUC 099D WKSP1","MC","18","20"
"EDUC-599J-WKSP1","ANTI-BULLYING WORKSHOP 2/17","0.00000","0.00000","","","S","9:00 AM","12:00 PM","Robinson, Jill","Open","","","online portion due by 2/9/24","SBUOL","6","20"
"EDUC-615-F1L01","USING DATA FOR SCH/IMPROV.","3.00000","0.00000","","","S","8:30 AM","11:00 AM","Bynoe, Tyrone","Open","","","course meets syncronously 2/3 3/16 & 4/13","OL","14","20"
"ENG-101-01","WRITING I","3.00000","0.00000","PLASPLAS","009009","TTHS","8:30 AM,1:10 PM","9:45 AM,3:40 PM","Sullivan, Sara","Clsd","","","","MC","0","20"
"ENG-101-02","WRITING I","3.00000","0.00000","PLASPLAS","009009","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Sullivan, Sara","Open","","","","MC","1","20"
"ENG-101-03","WRITING I","3.00000","0.00000","PLASPLAS","009009","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","Sullivan, Sara","Clsd","","","","MC","0","20"
"ENG-101-04","WRITING I","3.00000","0.00000","WALSWALS","204204","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","King, Matt","Clsd","","","","MC","0","20"
"ENG-101-05","WRITING I","3.00000","0.00000","PLASPLAS","009009","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","Sullivan, Sara","Clsd","","","","MC","0","20"
"ENG-101-06","WRITING I","3.00000","0.00000","WALSWALS","204204","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","King, Matt","Open","","","","MC","1","20"
"ENG-101-07","WRITING I","3.00000","0.00000","PLASPLAS","007007","TTHS","2:30 PM,8:00 AM","3:45 PM,10:30 AM","Gilliland, Donald","Clsd","","","","MC","0","20"
"ENG-102-01","WRITING II","3.00000","0.00000","MUPBMUPB","103103","MWFT","8:30 AM,10:35 AM","9:20 AM,1:05 PM","Smith, Caitlin","Clsd","","","","MC","0","20"
"ENG-102-02","WRITING II","3.00000","0.00000","MUPBMUPB","103103","MWFM","9:30 AM,10:35 AM","10:20 AM,1:05 PM","Smith, Caitlin","Clsd","","","","MC","0","20"
"ENG-102-03","WRITING II","3.00000","0.00000","PLASPLAS","010010","MWFM","9:30 AM,10:35 AM","10:20 AM,1:05 PM","Mulryan, Sandra","Clsd","","","","MC","0","20"
"ENG-102-04","WRITING II","3.00000","0.00000","PLASPLAS","010010","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Mulryan, Sandra","Open","","","","MC","1","20"
"ENG-102-05","WRITING II","3.00000","0.00000","MUPBMUPB","105105","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Colton, Adam","Clsd","","","","MC","0","20"
"ENG-102-06","WRITING II","3.00000","0.00000","PLASPLAS","007007","TTHS","8:30 AM,1:10 PM","9:45 AM,3:40 PM","Ellis, Daniel","Clsd","","","","MC","0","20"
"ENG-102-07","WRITING II","3.00000","0.00000","PLASPLAS","007007","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Bussman, Jason","Clsd","","","","MC","0","20"
"ENG-102-08","WRITING II","3.00000","0.00000","PLASPLAS","007007","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","Bussman, Jason","Clsd","","","","MC","0","20"
"ENG-102-09","WRITING II","3.00000","0.00000","DELADELA","117117","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","Ellis, Daniel","Clsd","","","","MC","0","20"
"ENG-102-10","WRITING II","3.00000","0.00000","PLASPLAS","007007","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","Bussman, Jason","Clsd","","","","MC","0","20"
"ENG-102-11","WRITING II","3.00000","0.00000","PLASPLAS","201201","TTHS","2:30 PM,8:00 AM","3:45 PM,10:30 AM","Harris, Kaplan","Clsd","","","","MC","0","20"
"ENG-102-12","WRITING II","3.00000","0.00000","DELADELA","106106","TTHS","2:30 PM,8:00 AM","3:45 PM,10:30 AM","Hall, Joseph","Open","","","","MC","5","20"
